,Title,Weekly Gross,Gross Difference,Average Ticket Price,Seats Sold,Performance Count,Percent Capacity,Capacity Difference,Week Ending,Theater,Potential Gross,Top Ticket Price,Theater Capacity,Preview Count
7180,Fool For Love,"$276,741.00","-$56,142.00",$70.74,"3,912",8,76.53%,-6.53%,2015-11-08,Samuel J. Friedman Theatre,"$666,576.00",$0.00,639,0
7181,Fun Home,"$638,172.00","$61,865.00",$119.08,"5,359",8,90.52%,-4.63%,2015-11-08,Circle in the Square Theatre,"$794,880.00",$250.00,740,0
7182,A Gentleman's Guide to Love and Murder,"$511,653.00","$115,753.00",$85.18,"6,007",8,82.79%,9.87%,2015-11-08,Walter Kerr Theatre,"$958,928.00",$327.00,907,0
7183,The Gin Game,"$400,232.00","$46,445.00",$89.62,"4,466",7,79.55%,8.62%,2015-11-08,John Golden Theatre,"$680,218.00",$223.00,802,0
7184,Hamilton,"$1,772,253.00","$177,164.00",$147.08,"12,050",9,101.35%,-0.15%,2015-11-08,Richard Rodgers Theatre,"$1,501,830.00",$475.00,"1,321",0
7185,Hand to God,"$210,937.00","$67,971.00",$61.05,"3,455",8,55.94%,19.31%,2015-11-08,Booth Theatre,"$627,360.00",$223.00,772,0
7186,Jersey Boys,"$636,186.00","$88,979.00",$88.89,"7,157",8,72.85%,10.01%,2015-11-08,August Wilson Theatre,"$1,151,143.00",$199.00,"1,228",0
7187,The King and I,"$800,387.00","$185,400.00",$119.85,"6,678",8,79.73%,10.09%,2015-11-08,Vivian Beaumont Theater,"$1,218,380.00",$297.00,"1,047",0
7188,King Charles III,"$625,434.00","$219,743.00",$96.89,"6,455",8,82.59%,-7.60%,2015-11-08,Music Box Theatre,"$996,792.00",$225.00,977,0
7189,Kinky Boots,"$925,105.00","$238,210.00",$103.05,"8,977",8,78.80%,14.83%,2015-11-08,Al Hirschfeld Theatre,"$1,308,556.00",$299.00,"1,424",0
7190,Les Misérables,"$652,409.00","$171,506.00",$84.67,"7,705",8,68.36%,11.47%,2015-11-08,Imperial Theatre,"$1,180,842.00",$225.00,"1,409",0
7191,The Lion King,"$1,764,832.00","$124,169.00",$130.40,"13,534",8,99.75%,2.74%,2015-11-08,Minskoff Theatre,"$1,720,648.00",$225.00,"1,696",0
7192,Lord of the Dance: Dangerous Games,"$231,662.00",$0.00,$52.25,"4,434",0,58.47%,0.00%,2015-11-08,Lyric Theatre,"$767,928.00",$225.00,"1,896",4
7193,Matilda The Musical,"$811,640.00","$255,675.00",$79.18,"10,250",9,79.53%,4.85%,2015-11-08,Sam S. Shubert Theatre,"$1,488,094.00",$250.00,"1,432",0
7194,Misery,"$967,742.00","$60,781.00",$121.48,"7,966",0,84.24%,2.30%,2015-11-08,Broadhurst Theatre,"$1,198,176.00",$297.00,"1,182",8
7195,Old Times,"$392,201.00","$39,885.00",$83.32,"4,707",8,79.51%,3.18%,2015-11-08,American Airlines Theatre,"$629,680.00",$0.00,740,0
7196,On Your Feet!,"$1,070,197.00","$123,517.00",$84.88,"12,609",4,96.22%,11.86%,2015-11-08,Marquis Theatre,"$1,552,352.00",$199.00,"1,638",4
7197,The Phantom of the Opera,"$778,945.00","$47,998.00",$82.42,"9,451",8,73.61%,4.17%,2015-11-08,Majestic Theatre,"$1,514,575.00",$200.00,"1,605",0
7198,Something Rotten!,"$849,853.00","$176,009.00",$88.65,"9,587",8,77.58%,6.06%,2015-11-08,St. James Theatre,"$1,388,900.00",$277.00,"1,545",0
7199,Spring Awakening,"$430,986.00","$143,153.00",$79.28,"5,436",8,66.23%,15.02%,2015-11-08,Brooks Atkinson Theatre,"$1,003,600.00",$247.00,"1,026",0
7200,Sylvia,"$387,731.00","$92,081.00",$70.69,"5,485",8,64.02%,-8.84%,2015-11-08,Cort Theatre,"$911,820.00",$199.00,"1,071",0
7201,Thérèse Raquin,"$442,052.00","$89,469.00",$75.86,"5,827",8,71.48%,-1.19%,2015-11-08,Studio 54,"$845,144.00",$0.00,"1,019",0
7202,A View from the Bridge,"$406,719.00","$3,311.00",$57.26,"7,103",0,84.00%,6.89%,2015-11-08,Lyceum Theatre,"$772,936.00",$248.00,"1,057",8
7203,Wicked,"$1,583,873.00","$237,223.00",$116.98,"13,540",8,93.66%,8.39%,2015-11-08,Gershwin Theatre,"$1,779,845.00",$240.00,"1,807",0
7204,Aladdin,"$1,243,826.00","-$256,973.00",$93.70,"13,274",8,96.08%,-1.90%,2015-11-01,New Amsterdam Theatre,"$1,497,656.00",$199.50,"1,727",0
7205,Allegiance,"$449,953.00","-$4,365.00",$71.99,"6,250",0,73.91%,-9.22%,2015-11-01,Longacre Theatre,"$942,049.00",$223.00,"1,057",8
7206,An American in Paris,"$1,122,825.00","-$293,463.00",$109.96,"10,211",8,76.02%,-17.30%,2015-11-01,Palace Theatre,"$1,471,280.00",$223.00,"1,679",0
7207,Beautiful: The Carole King Musical,"$872,132.00","-$203,069.00",$112.90,"7,725",8,94.12%,-4.86%,2015-11-01,Stephen Sondheim Theatre,"$1,237,046.00",$299.00,"1,026",0
7208,The Book of Mormon,"$1,377,010.00","-$106,454.00",$157.70,"8,732",8,102.39%,0.07%,2015-11-01,Eugene O'Neill Theatre,"$1,376,656.00",$477.00,"1,066",0
7209,Chicago,"$561,186.00","-$106,083.00",$84.33,"6,655",8,77.03%,-13.28%,2015-11-01,Ambassador Theatre,"$938,372.00",$186.00,"1,080",0
7210,China Doll,"$1,215,881.00","$143,770.00",$163.80,"7,423",0,99.20%,-1.27%,2015-11-01,Gerald Schoenfeld Theatre,"$1,099,142.00",$350.00,"1,069",7
7211,The Curious Incident of the Dog in the Night-Time,"$555,354.00","-$146,465.00",$83.19,"6,676",8,81.97%,-2.42%,2015-11-01,Ethel Barrymore Theatre,"$926,568.00",$233.00,"1,018",0
7212,Dames at Sea,"$143,007.00","-$72,443.00",$49.01,"2,918",8,62.56%,-26.55%,2015-11-01,Helen Hayes Theatre,"$576,740.00",$227.00,583,0
7213,Finding Neverland,"$652,542.00","-$196,741.00",$70.28,"9,285",8,77.17%,-3.95%,2015-11-01,Lunt-Fontanne Theatre,"$1,476,000.00",$225.00,"1,504",0
7214,Fool For Love,"$332,883.00","-$38,462.00",$78.40,"4,246",8,83.06%,-8.35%,2015-11-01,Samuel J. Friedman Theatre,"$666,576.00",$0.00,639,0
7215,Fun Home,"$576,307.00","-$169,354.00",$102.31,"5,633",8,95.15%,-3.52%,2015-11-01,Circle in the Square Theatre,"$794,880.00",$250.00,740,0
7216,A Gentleman's Guide to Love and Murder,"$395,900.00","-$133,953.00",$74.83,"5,291",8,72.92%,-14.94%,2015-11-01,Walter Kerr Theatre,"$958,928.00",$327.00,907,0
7217,The Gin Game,"$353,787.00","-$93,196.00",$88.85,"3,982",7,70.93%,-9.12%,2015-11-01,John Golden Theatre,"$680,218.00",$223.00,802,0
7218,Hamilton,"$1,595,089.00","$105,856.00",$148.71,"10,726",8,101.50%,0.17%,2015-11-01,Richard Rodgers Theatre,"$1,334,960.00",$475.00,"1,321",0
7219,Hand to God,"$142,966.00","-$65,689.00",$63.20,"2,262",8,36.63%,-8.79%,2015-11-01,Booth Theatre,"$627,360.00",$223.00,772,0
7220,Jersey Boys,"$547,207.00","-$151,661.00",$88.65,"6,173",8,62.84%,-11.37%,2015-11-01,August Wilson Theatre,"$1,151,143.00",$199.00,"1,228",0
7221,The King and I,"$614,987.00","-$260,920.00",$105.43,"5,833",8,69.64%,-9.99%,2015-11-01,Vivian Beaumont Theater,"$1,218,380.00",$297.00,"1,047",0
7222,King Charles III,"$405,691.00","-$146,230.00",$65.77,"6,168",1,90.19%,2.34%,2015-11-01,Music Box Theatre,"$862,645.00",$225.00,977,6
7223,Kinky Boots,"$686,895.00","-$294,540.00",$94.25,"7,288",8,63.97%,-19.01%,2015-11-01,Al Hirschfeld Theatre,"$1,254,168.00",$299.00,"1,424",0
7224,Les Misérables,"$480,903.00","-$263,226.00",$74.99,"6,413",8,56.89%,-20.05%,2015-11-01,Imperial Theatre,"$1,180,842.00",$225.00,"1,409",0
7225,The Lion King,"$1,640,663.00","-$261,244.00",$124.65,"13,162",8,97.01%,-3.00%,2015-11-01,Minskoff Theatre,"$1,771,620.00",$225.00,"1,696",0
7226,Matilda The Musical,"$555,965.00","-$212,433.00",$74.27,"7,486",7,74.68%,-7.17%,2015-11-01,Sam S. Shubert Theatre,"$1,158,407.00",$250.00,"1,432",0
7227,Misery,"$906,961.00","$284,022.00",$117.06,"7,748",0,81.94%,-15.92%,2015-11-01,Broadhurst Theatre,"$1,198,176.00",$297.00,"1,182",8
7228,Old Times,"$352,316.00","-$62,860.00",$77.96,"4,519",8,76.33%,-7.22%,2015-11-01,American Airlines Theatre,"$629,680.00",$0.00,740,0
7229,On Your Feet!,"$946,680.00","-$149,522.00",$85.64,"11,054",0,84.36%,-5.88%,2015-11-01,Marquis Theatre,"$1,552,352.00",$199.00,"1,638",8
7230,The Phantom of the Opera,"$730,947.00","-$151,978.00",$81.98,"8,916",8,69.44%,-10.97%,2015-11-01,Majestic Theatre,"$1,514,575.00",$200.00,"1,605",0
7231,Something Rotten!,"$673,844.00","-$312,294.00",$76.24,"8,838",8,71.52%,-8.80%,2015-11-01,St. James Theatre,"$1,388,900.00",$277.00,"1,545",0
7232,Spring Awakening,"$287,833.00","-$153,115.00",$68.48,"4,203",8,51.21%,-11.35%,2015-11-01,Brooks Atkinson Theatre,"$1,003,600.00",$247.00,"1,026",0
7233,Sylvia,"$295,650.00","-$115,429.00",$47.36,"6,243",7,72.86%,-7.22%,2015-11-01,Cort Theatre,"$928,145.00",$199.00,"1,071",1
7234,Thérèse Raquin,"$352,583.00","-$61,342.00",$59.52,"5,924",5,72.67%,-6.81%,2015-11-01,Studio 54,"$845,144.00",$0.00,"1,019",3
7235,A View from the Bridge,"$403,408.00","$128,754.00",$61.87,"6,520",0,77.11%,-2.81%,2015-11-01,Lyceum Theatre,"$772,936.00",$248.00,"1,057",8
7236,Wicked,"$1,346,650.00","-$274,407.00",$109.24,"12,327",8,85.27%,-10.61%,2015-11-01,Gershwin Theatre,"$1,779,845.00",$240.00,"1,807",0
7237,Aladdin,"$1,500,799.00","-$57,295.00",$110.87,"13,537",8,97.98%,-1.07%,2015-10-25,New Amsterdam Theatre,"$1,639,080.00",$227.50,"1,727",0
7238,Allegiance,"$454,318.00","-$13,793.00",$73.86,"6,151",0,83.13%,-2.96%,2015-10-25,Longacre Theatre,"$827,657.00",$223.00,"1,057",7
7239,Amazing Grace,"$476,631.00","$68,063.00",$74.95,"6,359",8,68.41%,8.14%,2015-10-25,Nederlander Theatre,"$1,097,840.00",$197.00,"1,162",0
7240,An American in Paris,"$1,416,288.00","$13,464.00",$112.99,"12,535",8,93.32%,-1.33%,2015-10-25,Palace Theatre,"$1,471,280.00",$223.00,"1,679",0
7241,Beautiful: The Carole King Musical,"$1,075,201.00","$11,957.00",$132.35,"8,124",8,98.98%,0.11%,2015-10-25,Stephen Sondheim Theatre,"$1,237,116.00",$299.00,"1,026",0
7242,The Book of Mormon,"$1,483,464.00","-$14,209.00",$170.01,"8,726",8,102.32%,-0.13%,2015-10-25,Eugene O'Neill Theatre,"$1,376,656.00",$477.00,"1,066",0
7243,Chicago,"$667,269.00","-$3,500.00",$85.51,"7,803",8,90.31%,0.38%,2015-10-25,Ambassador Theatre,"$938,372.00",$186.00,"1,080",0
7244,China Doll,"$1,072,111.00",$0.00,$166.37,"6,444",0,100.47%,0.00%,2015-10-25,Gerald Schoenfeld Theatre,"$957,167.00",$350.00,"1,069",6
7245,The Curious Incident of the Dog in the Night-Time,"$701,819.00","-$35,929.00",$102.11,"6,873",8,84.39%,-3.53%,2015-10-25,Ethel Barrymore Theatre,"$926,568.00",$233.00,"1,018",0
7246,Dames at Sea,"$215,450.00","$11,620.00",$51.84,"4,156",5,89.11%,2.45%,2015-10-25,Helen Hayes Theatre,"$513,415.00",$227.00,583,3
7247,Finding Neverland,"$849,283.00","$7,620.00",$87.02,"9,760",8,81.12%,0.54%,2015-10-25,Lunt-Fontanne Theatre,"$1,476,000.00",$225.00,"1,504",0
7248,Fool For Love,"$371,345.00","$8,230.00",$79.47,"4,673",8,91.41%,0.55%,2015-10-25,Samuel J. Friedman Theatre,"$666,576.00",$0.00,639,0
7249,Fun Home,"$745,661.00","$32,308.00",$127.66,"5,841",8,98.67%,3.15%,2015-10-25,Circle in the Square Theatre,"$794,880.00",$250.00,740,0
7250,A Gentleman's Guide to Love and Murder,"$529,853.00","-$4,405.00",$83.11,"6,375",8,87.86%,-2.56%,2015-10-25,Walter Kerr Theatre,"$958,928.00",$327.00,907,0
7251,The Gin Game,"$446,983.00","$102,219.00",$99.46,"4,494",7,80.05%,-17.47%,2015-10-25,John Golden Theatre,"$680,218.00",$223.00,802,0
7252,Hamilton,"$1,489,233.00","$10,356.00",$139.08,"10,708",8,101.33%,-0.12%,2015-10-25,Richard Rodgers Theatre,"$1,334,960.00",$475.00,"1,321",0
7253,Hand to God,"$208,655.00","-$5,390.00",$74.39,"2,805",8,45.42%,-3.46%,2015-10-25,Booth Theatre,"$627,360.00",$223.00,772,0
7254,Jersey Boys,"$698,868.00",-$979.00,$95.87,"7,290",8,74.21%,-1.31%,2015-10-25,August Wilson Theatre,"$1,151,143.00",$199.00,"1,228",0
7255,The King and I,"$875,907.00","-$7,666.00",$131.32,"6,670",8,79.63%,-2.09%,2015-10-25,Vivian Beaumont Theater,"$1,218,380.00",$297.00,"1,047",0
7256,King Charles III,"$551,921.00","$81,391.00",$80.38,"6,866",0,87.85%,0.48%,2015-10-25,Music Box Theatre,"$985,880.00",$225.00,977,8
7257,Kinky Boots,"$981,435.00","-$39,680.00",$103.82,"9,453",8,82.98%,-3.55%,2015-10-25,Al Hirschfeld Theatre,"$1,373,832.00",$299.00,"1,424",0
7258,Les Misérables,"$744,129.00","-$15,368.00",$85.80,"8,673",8,76.94%,-1.03%,2015-10-25,Imperial Theatre,"$1,180,842.00",$225.00,"1,409",0
7259,The Lion King,"$1,901,907.00","-$30,225.00",$140.17,"13,569",8,100.01%,0.01%,2015-10-25,Minskoff Theatre,"$1,792,088.00",$225.00,"1,696",0
7260,Matilda The Musical,"$768,398.00","-$26,873.00",$81.94,"9,377",8,81.85%,-1.70%,2015-10-25,Sam S. Shubert Theatre,"$1,327,753.00",$250.00,"1,432",0
7261,Misery,"$622,939.00",$0.00,$134.63,"4,627",0,97.86%,0.00%,2015-10-25,Broadhurst Theatre,"$599,088.00",$297.00,"1,182",4
7262,Old Times,"$415,176.00","-$11,526.00",$83.94,"4,946",8,83.55%,-1.96%,2015-10-25,American Airlines Theatre,"$629,680.00",$0.00,740,0
7263,On Your Feet!,"$1,096,202.00","$192,265.00",$92.70,"11,825",0,90.24%,2.62%,2015-10-25,Marquis Theatre,"$1,732,464.00",$199.00,"1,638",8
7264,The Phantom of the Opera,"$882,925.00","-$88,066.00",$85.52,"10,324",8,80.41%,-6.93%,2015-10-25,Majestic Theatre,"$1,514,575.00",$200.00,"1,605",0
7265,Something Rotten!,"$986,138.00","$38,468.00",$92.07,"10,711",8,80.32%,0.94%,2015-10-25,St. James Theatre,"$1,437,800.00",$277.00,"1,667",0
7266,Spring Awakening,"$440,948.00","-$13,058.00",$85.87,"5,135",8,62.56%,-4.56%,2015-10-25,Brooks Atkinson Theatre,"$1,003,600.00",$247.00,"1,026",0
7267,Sylvia,"$411,079.00","$46,826.00",$59.92,"6,861",0,80.08%,13.00%,2015-10-25,Cort Theatre,"$919,260.00",$199.00,"1,071",8
7268,Thérèse Raquin,"$413,925.00","$12,629.00",$63.89,"6,479",0,79.48%,12.94%,2015-10-25,Studio 54,"$845,144.00",$0.00,"1,019",8
7269,A View from the Bridge,"$274,654.00",$0.00,$65.02,"4,224",0,79.92%,0.00%,2015-10-25,Lyceum Theatre,"$483,085.00",$248.00,"1,057",5
7270,Wicked,"$1,621,057.00","-$99,650.00",$116.96,"13,860",8,95.88%,-0.53%,2015-10-25,Gershwin Theatre,"$1,779,845.00",$240.00,"1,807",0
7271,Aladdin,"$1,558,094.00","-$83,809.00",$113.85,"13,685",8,99.05%,-0.27%,2015-10-18,New Amsterdam Theatre,"$1,661,912.00",$227.50,"1,727",0
7272,Allegiance,"$468,111.00","-$140,130.00",$73.49,"6,370",0,86.09%,-3.18%,2015-10-18,Longacre Theatre,"$845,599.00",$223.00,"1,057",7
7273,Amazing Grace,"$408,568.00","$44,392.00",$72.92,"5,603",8,60.27%,5.86%,2015-10-18,Nederlander Theatre,"$1,097,840.00",$197.00,"1,162",0
7274,An American in Paris,"$1,402,824.00","-$20,701.00",$110.35,"12,713",8,94.65%,-1.45%,2015-10-18,Palace Theatre,"$1,471,280.00",$223.00,"1,679",0
7275,Beautiful: The Carole King Musical,"$1,063,244.00","-$61,166.00",$131.02,"8,115",8,98.87%,-0.19%,2015-10-18,Stephen Sondheim Theatre,"$1,239,166.00",$299.00,"1,026",0
7276,The Book of Mormon,"$1,497,673.00","-$79,270.00",$171.42,"8,737",8,102.45%,-0.12%,2015-10-18,Eugene O'Neill Theatre,"$1,376,656.00",$477.00,"1,066",0
7277,Chicago,"$670,769.00","-$37,259.00",$86.33,"7,770",8,89.93%,-1.85%,2015-10-18,Ambassador Theatre,"$938,372.00",$186.00,"1,080",0
7278,The Curious Incident of the Dog in the Night-Time,"$737,748.00","$11,702.00",$103.04,"7,160",8,87.92%,1.00%,2015-10-18,Ethel Barrymore Theatre,"$926,568.00",$233.00,"1,018",0
7279,Dames at Sea,"$203,830.00","$9,167.00",$50.43,"4,042",0,86.66%,-3.46%,2015-10-18,Helen Hayes Theatre,"$576,740.00",$227.00,583,8
7280,Finding Neverland,"$841,663.00","-$65,365.00",$86.81,"9,695",8,80.58%,1.92%,2015-10-18,Lunt-Fontanne Theatre,"$1,476,000.00",$225.00,"1,504",0
7281,Fool For Love,"$363,115.00","$99,777.00",$78.17,"4,645",8,90.86%,-4.88%,2015-10-18,Samuel J. Friedman Theatre,"$666,576.00",$0.00,639,0
7282,Fun Home,"$713,353.00","-$69,464.00",$126.15,"5,655",8,95.52%,-5.78%,2015-10-18,Circle in the Square Theatre,"$794,880.00",$250.00,740,0
7283,A Gentleman's Guide to Love and Murder,"$534,258.00","-$55,233.00",$81.43,"6,561",8,90.42%,-3.61%,2015-10-18,Walter Kerr Theatre,"$958,928.00",$327.00,907,0
7284,The Gin Game,"$344,764.00","$3,281.00",$62.97,"5,475",4,97.52%,8.76%,2015-10-18,John Golden Theatre,"$680,218.00",$223.00,802,3
7285,Hamilton,"$1,478,877.00","-$199,214.00",$137.94,"10,721",8,101.45%,0.04%,2015-10-18,Richard Rodgers Theatre,"$1,334,960.00",$475.00,"1,321",0
7286,Hand to God,"$214,045.00","-$18,360.00",$70.90,"3,019",8,48.88%,-2.80%,2015-10-18,Booth Theatre,"$627,360.00",$223.00,772,0
7287,Jersey Boys,"$699,847.00","-$38,344.00",$94.33,"7,419",8,75.52%,-0.12%,2015-10-18,August Wilson Theatre,"$1,151,143.00",$199.00,"1,228",0
7288,The King and I,"$883,573.00","-$88,728.00",$129.08,"6,845",8,81.72%,-7.39%,2015-10-18,Vivian Beaumont Theater,"$1,218,380.00",$297.00,"1,047",0
7289,King Charles III,"$470,530.00","$385,450.00",$78.75,"5,975",0,87.37%,-10.79%,2015-10-18,Music Box Theatre,"$862,645.00",$225.00,977,7
7290,Kinky Boots,"$1,021,115.00","-$19,518.00",$103.59,"9,857",8,86.53%,-0.08%,2015-10-18,Al Hirschfeld Theatre,"$1,399,470.00",$299.00,"1,424",0
7291,Les Misérables,"$759,497.00","$19,244.00",$86.41,"8,789",8,77.97%,-1.60%,2015-10-18,Imperial Theatre,"$1,180,842.00",$225.00,"1,409",0
7292,The Lion King,"$1,932,132.00","-$101,098.00",$142.40,"13,568",8,100.00%,-0.02%,2015-10-18,Minskoff Theatre,"$1,914,500.00",$225.00,"1,696",0
7293,Matilda The Musical,"$795,271.00","-$74,200.00",$83.08,"9,572",8,83.55%,0.38%,2015-10-18,Sam S. Shubert Theatre,"$1,327,753.00",$250.00,"1,432",0
7294,Old Times,"$426,702.00","$70,053.00",$84.30,"5,062",8,85.51%,-0.17%,2015-10-18,American Airlines Theatre,"$629,680.00",$0.00,740,0
7295,On Your Feet!,"$903,937.00","-$66,076.00",$89.97,"10,047",0,87.62%,-0.01%,2015-10-18,Marquis Theatre,"$1,515,906.00",$199.00,"1,638",7
7296,The Phantom of the Opera,"$970,991.00","-$26,928.00",$86.58,"11,215",8,87.34%,-0.19%,2015-10-18,Majestic Theatre,"$1,514,575.00",$200.00,"1,605",0
7297,Something Rotten!,"$947,670.00","-$107,969.00",$94.12,"10,069",8,79.38%,-5.25%,2015-10-18,St. James Theatre,"$1,405,200.00",$277.00,"1,586",0
7298,Spring Awakening,"$454,006.00","-$20,051.00",$82.41,"5,509",8,67.12%,-1.31%,2015-10-18,Brooks Atkinson Theatre,"$1,003,600.00",$247.00,"1,026",0
7299,Sylvia,"$364,253.00","-$34,497.00",$63.38,"5,747",0,67.08%,-4.84%,2015-10-18,Cort Theatre,"$928,145.00",$199.00,"1,071",8
7300,Thérèse Raquin,"$401,296.00","$80,012.00",$73.99,"5,424",0,66.54%,1.66%,2015-10-18,Studio 54,"$845,144.00",$0.00,"1,019",8
7301,Wicked,"$1,720,707.00","-$44,561.00",$117.65,"14,626",8,96.41%,-2.37%,2015-10-18,Gershwin Theatre,"$1,779,845.00",$240.00,"1,896",0
7302,Aladdin,"$1,641,903.00","$275,938.00",$119.66,"13,722",8,99.32%,1.65%,2015-10-11,New Amsterdam Theatre,"$1,782,720.00",$227.50,"1,727",0
7303,Allegiance,"$608,241.00",$0.00,$80.57,"7,549",0,89.27%,0.00%,2015-10-11,Longacre Theatre,"$959,991.00",$223.00,"1,057",8
7304,Amazing Grace,"$364,176.00","$77,971.00",$72.00,"5,058",8,54.41%,4.46%,2015-10-11,Nederlander Theatre,"$1,097,840.00",$197.00,"1,162",0
7305,An American in Paris,"$1,423,525.00","$72,307.00",$110.28,"12,908",8,96.10%,2.32%,2015-10-11,Palace Theatre,"$1,471,280.00",$223.00,"1,679",0
7306,Beautiful: The Carole King Musical,"$1,124,410.00","$76,878.00",$138.29,"8,131",8,99.06%,0.96%,2015-10-11,Stephen Sondheim Theatre,"$1,239,166.00",$299.00,"1,026",0
7307,The Book of Mormon,"$1,576,943.00","$87,531.00",$180.28,"8,747",8,102.57%,-0.06%,2015-10-11,Eugene O'Neill Theatre,"$1,376,656.00",$477.00,"1,066",0
7308,Chicago,"$708,028.00","$60,087.00",$89.28,"7,930",8,91.78%,0.95%,2015-10-11,Ambassador Theatre,"$938,372.00",$186.00,"1,080",0
7309,The Curious Incident of the Dog in the Night-Time,"$726,046.00","$81,129.00",$102.56,"7,079",8,86.92%,3.83%,2015-10-11,Ethel Barrymore Theatre,"$926,568.00",$233.00,"1,018",0
7310,Dames at Sea,"$194,663.00","-$35,120.00",$46.32,"4,203",0,90.12%,-0.90%,2015-10-11,Helen Hayes Theatre,"$582,210.00",$227.00,583,8
7311,Finding Neverland,"$907,028.00","$182,233.00",$95.84,"9,464",8,78.66%,7.77%,2015-10-11,Lunt-Fontanne Theatre,"$1,476,000.00",$225.00,"1,504",0
7312,Fool For Love,"$263,338.00","$26,483.00",$53.81,"4,894",5,95.74%,3.31%,2015-10-11,Samuel J. Friedman Theatre,"$581,454.00",$0.00,639,3
7313,Fun Home,"$782,817.00","$35,166.00",$130.54,"5,997",8,101.30%,1.98%,2015-10-11,Circle in the Square Theatre,"$794,880.00",$280.00,740,0
7314,A Gentleman's Guide to Love and Murder,"$589,491.00","$100,643.00",$86.40,"6,823",8,94.03%,14.85%,2015-10-11,Walter Kerr Theatre,"$958,928.00",$327.00,907,0
7315,The Gin Game,"$341,483.00","-$10,265.00",$68.53,"4,983",0,88.76%,-0.77%,2015-10-11,John Golden Theatre,"$680,218.00",$223.00,802,7
7316,Hamilton,"$1,678,091.00","$196,919.00",$156.58,"10,717",8,101.41%,0.11%,2015-10-11,Richard Rodgers Theatre,"$1,334,960.00",$475.00,"1,321",0
7317,Hand to God,"$232,405.00","-$5,670.00",$72.81,"3,192",8,51.68%,-2.90%,2015-10-11,Booth Theatre,"$628,240.00",$223.00,772,0
7318,Jersey Boys,"$738,191.00","$138,112.00",$99.34,"7,431",8,75.64%,11.62%,2015-10-11,August Wilson Theatre,"$1,151,143.00",$199.00,"1,228",0
7319,The King and I,"$972,301.00","$103,887.00",$130.27,"7,464",8,89.11%,7.76%,2015-10-11,Vivian Beaumont Theater,"$1,218,380.00",$297.00,"1,047",0
7320,King Charles III,"$85,080.00",$0.00,$88.72,959,0,98.16%,0.00%,2015-10-11,Music Box Theatre,"$124,335.00",$225.00,977,1
7321,Kinky Boots,"$1,040,633.00","$166,845.00",$105.47,"9,867",8,86.61%,7.53%,2015-10-11,Al Hirschfeld Theatre,"$1,388,132.00",$299.00,"1,424",0
7322,Les Misérables,"$740,253.00","$68,964.00",$82.53,"8,969",8,79.57%,7.89%,2015-10-11,Imperial Theatre,"$1,180,842.00",$225.00,"1,409",0
7323,The Lion King,"$2,033,230.00","$140,837.00",$149.82,"13,571",8,100.02%,0.01%,2015-10-11,Minskoff Theatre,"$2,006,408.00",$225.00,"1,696",0
7324,Matilda The Musical,"$869,471.00","$207,343.00",$91.25,"9,528",8,83.17%,11.81%,2015-10-11,Sam S. Shubert Theatre,"$1,318,633.00",$250.00,"1,432",0
7325,Old Times,"$356,649.00","$12,265.00",$70.32,"5,072",8,85.68%,-4.83%,2015-10-11,American Airlines Theatre,"$629,680.00",$0.00,740,0
7326,On Your Feet!,"$970,013.00",$0.00,$96.54,"10,048",0,87.63%,0.00%,2015-10-11,Marquis Theatre,"$1,515,906.00",$199.00,"1,638",7
7327,The Phantom of the Opera,"$997,919.00","$140,836.00",$88.79,"11,239",8,87.53%,8.02%,2015-10-11,Majestic Theatre,"$1,514,575.00",$200.00,"1,605",0
7328,Something Rotten!,"$1,055,639.00","$139,646.00",$98.34,"10,735",8,84.63%,5.58%,2015-10-11,St. James Theatre,"$1,412,620.00",$277.00,"1,586",0
7329,Spring Awakening,"$474,057.00","$71,799.00",$84.40,"5,617",8,68.43%,2.34%,2015-10-11,Brooks Atkinson Theatre,"$1,003,600.00",$247.00,"1,026",0
7330,Sylvia,"$398,750.00","$274,550.00",$64.71,"6,162",0,71.92%,0.44%,2015-10-11,Cort Theatre,"$928,145.00",$199.00,"1,071",8
7331,Thérèse Raquin,"$321,284.00","$93,458.00",$80.99,"3,967",0,64.88%,-0.38%,2015-10-11,Studio 54,"$633,858.00",$0.00,"1,019",6
7332,Wicked,"$1,765,268.00","$310,698.00",$123.62,"14,280",8,98.78%,9.07%,2015-10-11,Gershwin Theatre,"$1,779,845.00",$240.00,"1,807",0
7333,Aladdin,"$1,365,965.00","$18,132.00",$101.23,"13,494",8,97.67%,0.02%,2015-10-04,New Amsterdam Theatre,"$1,616,248.00",$199.50,"1,727",0
7334,Amazing Grace,"$286,205.00","$29,921.00",$61.64,"4,643",8,49.95%,4.34%,2015-10-04,Nederlander Theatre,"$1,097,840.00",$197.00,"1,162",0
